N,eta,f_ent,fisher,crb,mc_sigma
360,0.8,0.75,72.0,0.013888888888888888,0.13320905921600876
360,0.8,1.0,1.678805249832191e-30,3.7330074669020574e+29,687682078629587.2
360,0.6,0.0,216.0,0.004629629629629629,0.07614212066204314
360,0.6,0.25,162.0,0.006172839506172839,0.08860363806138874
360,0.6,0.5,108.0,0.009259259259259259,0.10965931734896125
360,0.6,0.75,54.0,0.018518518518518517,0.1602743367425919
360,0.6,1.0,1.7662620576655517e-75,9.999999999999999e+29,1172209661700355.8
360,0.4,0.0,144.0,0.006944444444444444,0.09698538815855896
360,0.4,0.25,108.0,0.009259259259259259,0.10836086756189525
360,0.4,0.5,72.0,0.013888888888888888,0.13505023926742962
360,0.4,0.75,36.0,0.027777777777777776,0.18837849920776575
360,0.4,1.0,7.148285332980319e-139,9.999999999999999e+29,1106154374064501.4
380,0.99,0.0,376.2,0.002658160552897395,0.05755924904419933
380,0.99,0.25,1150.5717780034245,0.0008691330859299277,0.03359684762915875
380,0.99,0.5,2862.1170974338092,0.00034939171457960464,0.02099188352807778
380,0.99,0.75,3567.6630979753836,0.0002802955247000455,0.01834201695770215
380,0.99,1.0,3169.137922379318,0.0003155432248430584,0.019906312901749674
380,0.9,0.0,342.0,0.0029239766081871343,0.06128145032133864
380,0.9,0.25,256.60149055232114,0.0038970934964078067,0.07367925661549528
380,0.9,0.5,171.00003652195355,0.005847951967376432,0.0855941897261974
380,0.9,0.75,85.50000000554455,0.011695906431990076,0.12632520353271284
380,0.9,1.0,5.911814252274035e-13,1691528111891.101,1485846.1204362127
380,0.8,0.0,304.0,0.003289473684210526,0.06502192853590244
380,0.8,0.25,228.00000140260693,0.00438596488529919,0.07606841944423598
380,0.8,0.5,152.0,0.006578947368421052,0.09219321057793013
380,0.8,0.75,76.0,0.013157894736842105,0.13090246376557965
380,0.8,1.0,2.1565634985271736e-32,9.788896236847448e+29,1179545905380208.5
380,0.6,0.0,228.0,0.0043859649122807015,0.0782030390009456
380,0.6,0.25,171.0,0.005847953216374269,0.08689575497357863
380,0.6,0.5,114.0,0.008771929824561403,0.10677745493099652
380,0.6,0.75,57.0,0.017543859649122806,0.15396107389708827
380,0.6,1.0,7.195191199223398e-80,9.999999999999999e+29,1125032157447346.2
380,0.4,0.0,152.0,0.006578947368421052,0.09050771302928115
380,0.4,0.25,114.0,0.008771929824561403,0.10452201594854849
380,0.4,0.5,76.0,0.013157894736842105,0.12923252695803286
380,0.4,0.75,38.0,0.02631578947368421,0.18570801551776725
380,0.4,1.0,8.757172364383871e-147,9.999999999999999e+29,1171377946380137.2
400,0.99,0.0,396.0,0.0025252525252525255,0.05483671025728712
400,0.99,0.25,1212.080853183073,0.0008250274702169227,0.032477254003878776
400,0.99,0.5,2877.5934971592346,0.0003475126007155638,0.020860957593292873
400,0.99,0.75,3409.2603498117865,0.000293318754625239,0.0188506614433593
400,0.99,1.0,2872.088524007222,0.0003481786830876545,0.020844286358448875
400,0.9,0.0,360.0,0.002777777777777778,0.06070232333334272
400,0.9,0.25,270.06640349721897,0.003702793042935078,0.07058810781374492
400,0.9,0.5,180.00001411015822,0.00555555512005688,0.08577500532311454
400,0.9,0.75,90.00000000126491,0.01111111111095495,0.12042556461593665
400,0.9,1.0,7.963862596701665e-14,12556720910957.99,4035622.756816589
400,0.8,0.0,320.0,0.003125,0.06399229099790946
400,0.8,0.25,240.000000509259,0.004166666657825365,0.07398169874499061
400,0.8,0.5,160.0,0.00625,0.0914426472611089
400,0.8,0.75,80.0,0.0125,0.12717180522038143
400,0.8,1.0,2.7549567130217816e-34,9.99724580205659e+29,1142147868157923.0
400,0.6,0.0,240.0,0.004166666666666667,0.07491200827619585
400,0.6,0.25,180.0,0.005555555555555556,0.08926915799458533
400,0.6,0.5,120.0,0.008333333333333333,0.10391670001025685
400,0.6,0.75,60.0,0.016666666666666666,0.14423544641584513
400,0.6,1.0,2.9148763469149534e-84,9.999999999999999e+29,1135528447491977.0
400,0.4,0.0,160.0,0.00625,0.08845898356400353
400,0.4,0.25,120.0,0.008333333333333333,0.1019629948680654
400,0.4,0.5,80.0,0.0125,0.1308367244295609
400,0.4,0.75,40.0,0.025,0.17858468902168492
400,0.4,1.0,1.0668823092608005e-154,9.999999999999999e+29,1122915256885813.9
420,0.99,0.0,415.8,0.002405002405002405,0.055530618142001296
420,0.99,0.25,1271.2816468197934,0.0007866077532870668,0.031533909328881116
420,0.99,0.5,2879.672400672916,0.0003472617231620937,0.0216767339872463
420,0.99,0.75,3242.786319557496,0.00030837677893511586,0.020352857552565985
420,0.99,1.0,2589.8839949197345,0.00038611768015925824,0.02185039578274492
420,0.9,0.0,378.0,0.0026455026455026454,0.0582322678640618
420,0.9,0.25,283.5432296876828,0.0035267990743474286,0.07048967997793612
420,0.9,0.5,189.00000542419852,0.005291005139156284,0.08205356084265662
420,0.9,0.75,94.50000000028713,0.01058201058197843,0.11713606130488056
420,0.9,1.0,1.0674622987688634e-14,93680123518491.48,10938617.511242168
420,0.8,0.0,336.0,0.002976190476190476,0.06465634589968382
420,0.8,0.25,252.00000018397856,0.003968253965356851,0.07039410358209257
420,0.8,0.5,168.0,0.005952380952380952,0.0854824319126418
420,0.8,0.75,84.0,0.011904761904761904,0.11968630489170619
420,0.8,1.0,3.5018143446709495e-36,9.999964981979179e+29,1155437385848169.5
420,0.6,0.0,252.0,0.003968253968253968,0.07073509779004261
420,0.6,0.25,189.0,0.005291005291005291,0.08071542352352931
420,0.6,0.5,126.0,0.007936507936507936,0.10471958598953834
420,0.6,0.75,63.0,0.015873015873015872,0.14441994865617103
420,0.6,1.0,1.174961785765812e-88,9.999999999999999e+29,1137914311834317.2
420,0.4,0.0,168.0,0.005952380952380952,0.08426312172638266
420,0.4,0.25,126.0,0.007936507936507936,0.10536405507916752
420,0.4,0.5,84.0,0.011904761904761904,0.12184511481934172
420,0.4,0.75,42.0,0.023809523809523808,0.16762422314972447
420,0.4,1.0,1.2932870787120898e-162,9.999999999999999e+29,1132992302405596.8
440,0.99,0.0,435.6,0.002295684113865932,0.05444256166313997
440,0.99,0.25,1328.075092171067,0.0007529694713009435,0.03128480634291634
440,0.99,0.5,2869.7063146330256,0.00034846771423990776,0.021587894359165263
440,0.99,0.75,3071.706988289519,0.0003255518849331558,0.020824279647158342
440,0.99,1.0,2324.8287939142197,0.0004301392010533131,0.023361556185903812
440,0.9,0.0,396.0,0.0025252525252525255,0.05585311713161974
440,0.9,0.25,297.0280156960713,0.003366685791091277,0.06477211920137796
440,0.9,0.5,198.00000207571367,0.005050504997558575,0.0765655930423843
440,0.9,0.75,99.00000000006489,0.01010101010100348,0.1141448319811449
440,0.9,1.0,1.424326341722553e-15,702086292099757.5,30037138.229706
440,0.8,0.0,352.0,0.002840909090909091,0.059977024646579634
440,0.8,0.25,264.0000000661643,0.0037878787869294606,0.0697721513842882
440,0.8,0.5,176.0,0.005681818181818182,0.08752985153176009
440,0.8,0.75,88.0,0.011363636363636364,0.1226937304626616
440,0.8,1.0,4.430978364050221e-38,9.999999556902182e+29,1114165325510974.5
440,0.6,0.0,264.0,0.003787878787878788,0.07130806833595037
440,0.6,0.25,198.0,0.005050505050505051,0.08167941481212847
440,0.6,0.5,132.0,0.007575757575757576,0.09552567260313259
440,0.6,0.75,66.0,0.015151515151515152,0.14620266542053253
440,0.6,1.0,4.7147158315036334e-93,9.999999999999999e+29,1131221348743408.0
440,0.4,0.0,176.0,0.005681818181818182,0.08388865078028576
440,0.4,0.25,132.0,0.007575757575757576,0.10089626780741864
440,0.4,0.5,88.0,0.011363636363636364,0.12245799010816641
440,0.4,0.75,44.0,0.022727272727272728,0.17843465659546648
440,0.4,1.0,1.5606356998881116e-170,9.999999999999999e+29,1105535880958482.0
460,0.99,0.0,455.4,0.0021958717610891525,0.05176230832409039
460,0.99,0.25,1382.3878288295225,0.0007233859985925275,0.03030946476759174
460,0.99,0.5,2849.022370474235,0.00035099759495168327,0.021556131147942928
460,0.99,0.75,2898.955107302829,0.0003449518750672873,0.02122093655708661
460,0.99,1.0,2078.2853595307856,0.00048116587811876323,0.024594585674319523
460,0.9,0.0,414.0,0.0024154589371980675,0.0565867998291506
460,0.9,0.25,310.5180810761351,0.0032204243840950847,0.06610446120380434
460,0.9,0.5,207.00000079104802,0.00483091785593484,0.07691646505515257
460,0.9,0.75,103.5000000000146,0.009661835748790908,0.11062858045861838
460,0.9,1.0,1.892648676744003e-16,5283600766943887.0,85142417.03360593
460,0.8,0.0,368.0,0.002717391304347826,0.06081763220704407
460,0.8,0.25,276.0000000236965,0.003623188405486026,0.07036048404645076
460,0.8,0.5,184.0,0.005434782608695652,0.08183581918483458
460,0.8,0.75,92.0,0.010869565217391304,0.11836058777801123
460,0.8,1.0,5.583540616134422e-40,9.999999994416458e+29,1117387896793920.9
460,0.6,0.0,276.0,0.0036231884057971015,0.07205803956209361
460,0.6,0.25,207.0,0.004830917874396135,0.081022841725405
460,0.6,0.5,138.0,0.007246376811594203,0.09982427139080922
460,0.6,0.75,69.0,0.014492753623188406,0.13534665145000116
460,0.6,1.0,1.8840431269092828e-97,9.999999999999999e+29,1164894706004071.0
460,0.4,0.0,184.0,0.005434782608695652,0.08225656138816054
460,0.4,0.25,138.0,0.007246376811594203,0.09733143758740136
460,0.4,0.5,92.0,0.010869565217391304,0.12127218683518708
460,0.4,0.75,46.0,0.021739130434782608,0.1691607495907108
460,0.4,1.0,1.8754767050379926e-178,9.999999999999999e+29,1138552950987400.0
480,0.99,0.0,475.2,0.0021043771043771043,0.053149362889172304
480,0.99,0.25,1434.1694087243927,0.0006972676964916158,0.029404638515406145
480,0.99,0.5,2818.904218626949,0.0003547477751787845,0.021182999086427252
480,0.99,0.75,2726.9725513568887,0.00036670702809326754,0.021965554903171303
480,0.99,1.0,1850.8698525281347,0.0005402865029294647,0.02617466632704391
480,0.9,0.0,432.0,0.0023148148148148147,0.05438790063086109
480,0.9,0.25,324.0116252856648,0.0030863090147409066,0.06082192983033794
480,0.9,0.5,216.00000030032726,0.0046296296231925745,0.0766736472175647
480,0.9,0.75,108.00000000000327,0.00925925925925898,0.10608228695215012
480,0.9,1.0,2.5054573004512474e-17,3.9912873383228456e+16,232448916.8138053
480,0.8,0.0,384.0,0.0026041666666666665,0.05842523039085845
480,0.8,0.25,288.0000000084548,0.003472222222120289,0.0662784732211812
480,0.8,0.5,192.0,0.005208333333333333,0.08463872495309761
480,0.8,0.75,96.0,0.010416666666666666,0.1100981934534147
480,0.8,1.0,7.009325542071449e-42,9.999999999929906e+29,1130823838987322.0
480,0.6,0.0,288.0,0.003472222222222222,0.06720015133608108
480,0.6,0.25,216.0,0.004629629629629629,0.07721992664321654
480,0.6,0.5,144.0,0.006944444444444444,0.09404973409470768
480,0.6,0.75,72.0,0.013888888888888888,0.13269949310134158
480,0.6,1.0,7.500369496441962e-102,9.999999999999999e+29,1121957252884136.8
480,0.4,0.0,192.0,0.005208333333333333,0.08282436076907498
480,0.4,0.25,144.0,0.006944444444444444,0.09708119849620798
480,0.4,0.5,96.0,0.010416666666666666,0.11418479961482464
480,0.4,0.75,48.0,0.020833333333333332,0.17386047159145088
480,0.4,1.0,2.2453203482266198e-186,9.999999999999999e+29,1125246929453628.9
500,0.99,0.0,495.0,0.00202020202020202,0.05077451243583042
500,0.99,0.25,1483.3897393484199,0.0006741316684846767,0.029168021414754698
500,0.99,0.5,2780.578630068165,0.00035963737518024635,0.020922585562038437
500,0.99,0.75,2557.756719987605,0.0003909675975770073,0.022916003030528646
500,0.99,1.0,1642.6207606036508,0.0006087832468600407,0.027477044186535102
500,0.9,0.0,450.0,0.0022222222222222222,0.05213821494811792
500,0.9,0.25,337.5074485839108,0.0029628975721742654,0.06041464531413299
500,0.9,0.5,225.0000001136259,0.004444444442199982,0.07574409934919216
500,0.9,0.75,112.50000000000072,0.008888888888888832,0.11077313462454384
500,0.9,1.0,3.3051770487020575e-18,3.0255565292406874e+17,635849556.7923394
500,0.8,0.0,400.0,0.0025,0.05806566199321063
500,0.8,0.25,300.0000000030061,0.0033333333332999323,0.06683697260246788
500,0.8,0.5,200.0,0.005,0.07822576507022691
500,0.8,0.75,100.0,0.01,0.1130277824622048
500,0.8,1.0,8.768665527608752e-44,9.999999999999122e+29,1161729392052742.8
500,0.6,0.0,300.0,0.0033333333333333335,0.068657658036761
500,0.6,0.25,225.0,0.0044444444444444444,0.07268662237107044
500,0.6,0.5,150.0,0.006666666666666667,0.09324381970642222
500,0.6,0.75,75.0,0.013333333333333334,0.1334041023701663
500,0.6,1.0,2.9755359416240397e-106,9.999999999999999e+29,1094645206352727.6
500,0.4,0.0,200.0,0.005,0.08047053031917742
500,0.4,0.25,150.0,0.006666666666666667,0.09671856288944959
500,0.4,0.5,100.0,0.01,0.11270437528542387
500,0.4,0.75,50.0,0.02,0.15163373804865038
500,0.4,1.0,2.6787715179657424e-194,9.999999999999999e+29,1104063567061112.4
