N,eta,f_ent,fisher,crb,mc_sigma
17,0.4,0.0,6.800000000000001,0.14705882352941174,0.43417428011828285
17,0.4,0.25,5.191933296245471,0.19260648065782096,0.49039813682313654
17,0.4,0.5,3.4149733088262337,0.29282805737176076,0.6030357677022714
17,0.4,0.75,1.7010288368768063,0.5878795105179179,0.8789090092382739
17,0.4,1.0,4.964982194176005e-05,20141.05913960808,162.37640544219943
18,0.99,0.0,17.82,0.05611672278338945,0.27331718113084963
18,0.99,0.25,18.20364112055402,0.05493406474987491,0.26467492728571496
18,0.99,0.5,45.90744852308745,0.021782957497563538,0.16488827409058013
18,0.99,0.75,123.79991718626107,0.008077549829823125,0.10703373303749714
18,0.99,1.0,270.38245870982837,0.0036984647775290392,0.06696825165644052
18,0.9,0.0,16.2,0.0617283950617284,0.2846236878330103
18,0.9,0.25,15.301057503745394,0.06535495992713052,0.2981398367091513
18,0.9,0.5,23.790529804500004,0.04203353217509469,0.23391508181503404
18,0.9,0.75,37.01117445214033,0.027018866999022527,0.1871878279841494
18,0.9,1.0,48.63066183622773,0.020563158349924893,0.15507858192505464
18,0.8,0.0,14.4,0.06944444444444445,0.2909662234580417
18,0.8,0.25,12.654684223257426,0.07902212195561141,0.3303272762347522
18,0.8,0.5,12.635817984000003,0.07914010800616482,0.31363002811549423
18,0.8,0.75,10.321150570282528,0.09688842277713484,0.3476461623085707
18,0.8,1.0,5.836665117072169,0.1713307136767215,0.46277003172194714
18,0.6,0.0,10.799999999999999,0.0925925925925926,0.3367382309630805
18,0.6,0.25,8.608212874689336,0.11616813089512372,0.3969694423008998
18,0.6,0.5,5.808146687999999,0.17217196013077005,0.45403270853315425
18,0.6,0.75,2.838283601068941,0.3523256096125788,0.6691822095420579
18,0.6,1.0,0.03290542596056676,30.390124753236172,6.476124382384712
18,0.4,0.0,7.2,0.1388888888888889,0.42734586688527704
18,0.4,0.25,5.481966236951565,0.18241630042509788,0.47963951641497093
18,0.4,0.5,3.6106168320000003,0.2769609865929966,0.618467590648592
18,0.4,0.75,1.8005801478449246,0.5553765552712987,0.8486576984793095
18,0.4,1.0,2.2265110462464023e-05,44913.31860607048,240.7622309939054
19,0.99,0.0,18.81,0.053163211057947905,0.2658562931986935
19,0.99,0.25,19.485173144893817,0.05132107333939985,0.2620996339555497
19,0.99,0.5,50.42083559029318,0.01983307075919456,0.1601050163384485
19,0.99,0.75,136.67775660656162,0.007316479468408191,0.09693018938341
19,0.99,1.0,298.24687320464676,0.0033529270206760367,0.0653518578818335
19,0.9,0.0,17.1,0.05847953216374269,0.2776138781949953
19,0.9,0.25,16.244630230863244,0.06155880348080165,0.28753249389059266
19,0.9,0.5,25.135213044063438,0.039784822919421606,0.2288563180592668
19,0.9,0.75,38.2099138967588,0.02617121835715066,0.1847152192401759
19,0.9,1.0,48.76574700799504,0.020506196692445872,0.15728785202170967
19,0.8,0.0,15.200000000000001,0.06578947368421052,0.30335841661049373
19,0.8,0.25,13.354360453642464,0.07488190868228702,0.31035282985681606
19,0.8,0.5,13.017165342864066,0.0768216407843505,0.3167865486316787
19,0.8,0.75,10.134659952515753,0.09867129283916107,0.3538785834174763
19,0.8,1.0,5.202558289538403,0.19221312753205597,0.4962925745901312
19,0.6,0.0,11.4,0.08771929824561403,0.34975233538563283
19,0.6,0.25,9.048362857423143,0.11051723010639597,0.3848666670245184
19,0.6,0.5,6.052252507704673,0.1652277393791773,0.44485221964653443
19,0.6,0.75,2.9550379676321894,0.33840512743099516,0.6310179292701155
19,0.6,1.0,0.02199788661437889,45.45891237326186,7.881066519197318
19,0.4,0.0,7.6000000000000005,0.13157894736842105,0.41569099398364234
19,0.4,0.25,5.772629354898487,0.1732312848306169,0.4758343076661487
19,0.4,0.5,3.8074814733373987,0.26264080521538635,0.5790959185608979
19,0.4,0.75,1.9003251216336623,0.5262257434876854,0.8315128855528394
19,0.4,1.0,9.923092440678411e-06,100775.03620752656,359.9730675957733
20,0.99,0.0,19.8,0.050505050505050504,0.24688540646821192
20,0.99,0.25,20.793687811875003,0.04809151743775402,0.26250760835776216
20,0.99,0.5,55.11910375044022,0.018142530120367085,0.15587476919285018
20,0.99,0.75,150.08484734571744,0.006662897805376182,0.09470519516430516
20,0.99,1.0,327.1627750388923,0.0030565824607678015,0.06164412323373402
20,0.9,0.0,18.0,0.05555555555555555,0.26812952925340666
20,0.9,0.25,17.1905625,0.058171453086540946,0.2862796506284336
20,0.9,0.5,26.433922005000007,0.03783017895758521,0.21512027686794932
20,0.9,0.75,39.24412854097203,0.025481518820222253,0.19160419874658402
20,0.9,1.0,48.63066183622774,0.02056315834992489,0.1650741680727443
20,0.8,0.0,16.0,0.0625,0.2844436361940611
20,0.8,0.25,14.048,0.07118451025056947,0.2982021589375306
20,0.8,0.5,13.368709120000002,0.07480153775684813,0.31184004952562266
20,0.8,0.75,9.937362789990406,0.10063032025028498,0.3622421444500766
20,0.8,1.0,4.611686018427394,0.2168404344971006,0.5358682099485568
20,0.6,0.0,12.0,0.08333333333333333,0.3227832104456986
20,0.6,0.25,9.486,0.10541851149061775,0.367957608930284
20,0.6,0.5,6.3023308799999995,0.1586714533147457,0.46079379850752833
20,0.6,0.75,3.0793437161472,0.32474452096928486,0.6662129070103927
20,0.6,1.0,0.014624633760251894,68.37778069478138,9.353432921273065
20,0.4,0.0,8.0,0.125,0.41629872056024675
20,0.4,0.25,6.064,0.16490765171503957,0.4606431370950613
20,0.4,0.5,4.00524288,0.24967274893451655,0.5557360833885769
20,0.4,0.75,2.0001811939328,0.4999547056203334,0.7788486417505962
20,0.4,1.0,4.398046511104005e-06,227373.67544323177,553.3389862346103
25,0.99,0.0,24.75,0.04040404040404041,0.22856643851950106
25,0.99,0.25,27.733570027414558,0.036057384570810855,0.22895462475709802
25,0.99,0.5,81.27670404678996,0.012303648526696073,0.1289456167287519
25,0.99,0.75,224.57295313504255,0.004452895978968,0.07649404400737937
25,0.99,1.0,486.1383496244667,0.0020570275946600026,0.050405263342244086
25,0.9,0.0,22.5,0.044444444444444446,0.24246614171089692
25,0.9,0.25,21.92993676761725,0.04559976668408118,0.24340758131461424
25,0.9,0.5,32.18251438559946,0.031072774116352595,0.19969869310833796
25,0.9,0.75,42.19381265118693,0.023700157372999797,0.17530891087885328
25,0.9,1.0,44.868624230740814,0.0222872891055766,0.1696064390329277
25,0.8,0.0,20.0,0.05,0.2482353207354043
25,0.8,0.25,17.42109851904813,0.05740166149147287,0.2739566377300032
25,0.8,0.5,14.801919417497235,0.06755880584094437,0.3034675753963984
25,0.8,0.75,9.017917948644575,0.11089034139529996,0.3694255868570205
25,0.8,1.0,2.361183241434826,0.42351647362714956,0.7231503567780989
25,0.6,0.0,15.0,0.06666666666666667,0.2913195840550653
25,0.6,0.25,11.65100091007649,0.08582953582426893,0.32894845742385137
25,0.6,0.5,7.631728777119476,0.13103191022695654,0.4100835378555202
25,0.6,0.75,3.7682557530460246,0.2653747690006608,0.5806919438926548
25,0.6,1.0,0.0017768930018706047,562.7800880228922,26.710184908331495
25,0.4,0.0,10.0,0.1,0.3608806012595196
25,0.4,0.25,7.5318108291506825,0.1327701959971775,0.4189099089416507
25,0.4,0.5,5.000828972114947,0.19996684661204894,0.5351608235243712
25,0.4,0.75,2.500009113572334,0.39999854183374217,0.720925624983742
25,0.4,1.0,7.03687441776641e-08,14210854.715201983,4400.585027761376
30,0.99,0.0,29.7,0.03367003367003367,0.208544629840999
30,0.99,0.25,35.31646844620124,0.02831540196391192,0.18917077583963743
30,0.99,0.5,111.60656489714495,0.00896004639979365,0.10835741985527875
30,0.99,0.75,310.2684451365452,0.0032230154747444994,0.06427565271925681
30,0.99,1.0,665.7303360494521,0.0015021097069635677,0.043878516882694056
30,0.9,0.0,27.0,0.037037037037037035,0.22070560387308746
30,0.9,0.25,26.630891445084423,0.03755037648897712,0.21630778904006284
30,0.9,0.5,36.66275236064802,0.02727563905085725,0.1907025616331787
30,0.9,0.75,42.221762011840326,0.023684468680382598,0.17205414841735933
30,0.9,1.0,38.15204244769461,0.026210916528806347,0.1864243916073254
30,0.8,0.0,24.0,0.041666666666666664,0.23682484565918488
30,0.8,0.25,20.63777311752167,0.04845484027300359,0.2619626118597039
30,0.8,0.5,15.958241859993603,0.0626635445667071,0.2869760704749584
30,0.8,0.75,8.505826553025628,0.11756646973294883,0.39666893098624595
30,0.8,1.0,1.1141460353568442,0.8975484077181274,1.052836141440563
30,0.6,0.0,18.0,0.05555555555555555,0.2773708239066111
30,0.6,0.25,13.804927724813602,0.07243790188068532,0.3031320952633242
30,0.6,0.5,9.0528958107648,0.11046189207335179,0.35889726292585045
30,0.6,0.75,4.503871055814884,0.2220312232760115,0.5499851058013141
30,0.6,1.0,0.00019896652774865982,5025.971007863335,80.07960227756128
30,0.4,0.0,12.0,0.08333333333333333,0.3296164893191611
30,0.4,0.25,9.014571775458055,0.11093150344894638,0.3711539898163156
30,0.4,0.5,6.0001207959552,0.1666633112910193,0.4357697227442726
30,0.4,0.75,3.0000004224507686,0.33333328639436566,0.6325538849204881
30,0.4,1.0,1.037629354146164e-09,963735264.4315578,35731.09717758598
35,0.99,0.0,34.65,0.02886002886002886,0.18532845903834252
35,0.99,0.25,43.516779566301146,0.0229796416455042,0.173914362573155
35,0.99,0.5,145.75367654051755,0.0068608903990288956,0.0984795528049679
35,0.99,0.75,405.6197488884078,0.002465363194816028,0.05853054893339229
35,0.99,1.0,861.7234263744722,0.0011604651439120074,0.037052236833109875
35,0.9,0.0,31.5,0.031746031746031744,0.2034876603331186
35,0.9,0.25,31.238389911980562,0.03201189314870801,0.2116518246277303
35,0.9,0.5,39.97646322232315,0.025014719147080342,0.19173591554251007
35,0.9,0.75,40.39763698869998,0.024753923113862323,0.17396461378158412
35,0.9,1.0,30.663654936167237,0.032611898421166935,0.20910412425515504
35,0.8,0.0,28.0,0.03571428571428571,0.2146367470433225
35,0.8,0.25,23.71639861833696,0.04216491787361103,0.23845420658065175
35,0.8,0.5,17.08404619126197,0.058534142837396046,0.285399414346901
35,0.8,0.75,8.477175300874757,0.1179638222058249,0.3899832523507399
35,0.8,1.0,0.49691903528946685,2.0124002684209445,1.6071465044026745
35,0.6,0.0,21.0,0.047619047619047616,0.24464590763268448
35,0.6,0.25,15.969169216743762,0.0626206652598743,0.300031546694072
35,0.6,0.5,10.520076730229269,0.09505634090353318,0.3389374313608295
35,0.6,0.75,5.25077587221849,0.19044804507671603,0.5077385800496612
35,0.6,1.0,2.105861729691815e-05,47486.49856257877,260.71908249195934
35,0.4,0.0,14.0,0.07142857142857142,0.30437213280315273
35,0.4,0.25,10.506309297976777,0.09518090241190331,0.3434730352003487
35,0.4,0.5,7.000016637801936,0.14285680331097161,0.4247129059299004
35,0.4,0.75,3.5000000185094984,0.28571428420330625,0.6113059313158165
35,0.4,1.0,1.4462247353788315e-11,69145546714.63663,303856.1783392794
40,0.99,0.0,39.6,0.025252525252525252,0.18508903695140913
40,0.99,0.25,52.30955187522011,0.01911696744000815,0.16001845233957193
40,0.99,0.5,183.38138751944615,0.005453116117871875,0.08645590505961481
40,0.99,0.75,509.1977520370891,0.0019638735559994415,0.0495724122034221
40,0.99,1.0,1070.3548137114885,0.0009342696339473347,0.03617178430756408
40,0.9,0.0,36.0,0.027777777777777776,0.18319374974955352
40,0.9,0.25,35.7169610025,0.027997902731142364,0.19843443459472088
40,0.9,0.5,42.31533091811387,0.023632096885526924,0.16603643723550787
40,0.9,0.75,37.61403183577096,0.02658582319401877,0.18733523258347567
40,0.9,1.0,23.649412706295372,0.04228434813240856,0.23536297185317162
40,0.8,0.0,32.0,0.03125,0.20411513351563804
40,0.8,0.25,26.684354560000003,0.03747514288762321,0.2210638533921799
40,0.8,0.5,18.305843009213696,0.05462736676462701,0.2645637418500205
40,0.8,0.75,8.835609526517633,0.11317838310970818,0.4044636514071923
40,0.8,1.0,0.212676479325587,4.70197740328914,2.4467552765140024
40,0.6,0.0,24.0,0.041666666666666664,0.2304870526207319
40,0.6,0.25,18.15116544,0.05509288113237538,0.2677733663989255
40,0.6,0.5,12.007312316880126,0.08328258427942942,0.32322680735670944
40,0.6,0.75,6.000149224895812,0.16666252163376225,0.46946515981476256
40,0.6,1.0,2.1387991262149945e-06,467552.08927436173,750.4020541450271
40,0.4,0.0,16.0,0.0625,0.2840353083596731
40,0.4,0.25,12.00262144,0.08331513286484189,0.32411849422559047
40,0.4,0.5,8.000002199023255,0.12499996564027109,0.4076077315631829
40,0.4,0.75,4.000000000778222,0.24999999995136113,0.5520571029976913
40,0.4,1.0,1.934281311383411e-13,5169878828456.412,2611978.3230233183
45,0.99,0.0,44.55,0.022446689113355782,0.1703223066595108
45,0.99,0.25,61.67047215134385,0.01621521556614528,0.14550948591557303
45,0.99,0.5,224.17063009103015,0.004460887671118758,0.07561512004249984
45,0.99,0.75,619.6880165429709,0.0016137152459049645,0.04550039774312194
45,0.99,1.0,1288.2756092793386,0.0007762314156979189,0.03222249783219592
45,0.9,0.0,40.5,0.024691358024691357,0.17987318757033888
45,0.9,0.25,40.0460423425894,0.02497125662119398,0.17120958179242024
45,0.9,0.5,43.89784134122688,0.02278016343051577,0.172733751163323
45,0.9,0.75,34.51958932499641,0.028969058426076857,0.19720583186175017
45,0.9,1.0,17.674126225377638,0.05657988334179351,0.27523314486147954
45,0.8,0.0,36.0,0.027777777777777776,0.18918196599899845
45,0.8,0.25,29.57043962321828,0.03381755607092207,0.20479620937861226
45,0.8,0.5,19.670551035350417,0.05083741671511266,0.24804607543809995
45,0.8,0.75,9.458032061213125,0.10573024002540081,0.3547377040051299
45,0.8,1.0,0.08820118950590747,11.337715575060615,3.8101201270588807
45,0.6,0.0,27.0,0.037037037037037035,0.20940808308959877
45,0.6,0.25,20.351029131686854,0.04913756417570968,0.25578393475974764
45,0.6,0.5,13.502580703876589,0.0740599165397249,0.3191856485366977
45,0.6,0.75,6.750027810802324,0.14814753776268333,0.44710522885200926
45,0.6,1.0,2.104899160064486e-07,4750821.412125813,2429.3549786496137
45,0.4,0.0,18.0,0.05555555555555555,0.2824684709015525
45,0.4,0.25,13.50105540696523,0.07406828354204793,0.30180406175998453
45,0.4,0.5,9.000000281633845,0.11111110763415016,0.3945479656134798
45,0.4,0.75,4.500000000031705,0.22222222222065652,0.5452839984189822
45,0.4,1.0,2.5068285795529013e-15,398910403430278.4,22765122.807466418
50,0.99,0.0,49.5,0.020202020202020204,0.1595681147191601
50,0.99,0.25,71.57585202339499,0.013971192402615677,0.1385508429715931
50,0.99,0.5,267.8191748122333,0.0037338625985278875,0.06943417568955272
50,0.99,0.75,735.8834309389899,0.0013589108790287565,0.04136865083422777
50,0.99,1.0,1512.5151678438408,0.000661150394561362,0.028860729165110444
50,0.9,0.0,45.0,0.022222222222222223,0.16774423240950426
50,0.9,0.25,44.21625719279973,0.0226161159602365,0.1744740702831951
50,0.9,0.5,44.9343121153704,0.022254708104409507,0.16431394902100824
50,0.9,0.75,31.53700343891603,0.03170878304709255,0.2012990829309587
50,0.9,1.0,12.8844380183003,0.07761300869930522,0.31485319764184316
50,0.8,0.0,40.0,0.025,0.18158245686218868
50,0.8,0.25,32.400959708748616,0.03086328334064713,0.2048643425298388
50,0.8,0.5,21.18059162071741,0.047213034362169004,0.2537650843817613
50,0.8,0.75,10.244905371754802,0.09760949112882969,0.3610097357176043
50,0.8,1.0,0.035681192317649095,28.025969286496263,6.118446132912255
50,0.6,0.0,30.0,0.03333333333333333,0.19877616002463025
50,0.6,0.25,22.56586438855974,0.04431472168675143,0.2507526823805869
50,0.6,0.5,15.000888446500936,0.06666271824941523,0.30079504669918916
50,0.6,0.75,7.500005055867551,0.13333324345130412,0.4029417397954046
50,0.6,1.0,2.0207031936619066e-08,49487723.04297722,8328.550760521903
50,0.4,0.0,20.0,0.05,0.24871738993680265
50,0.4,0.25,15.000414486057474,0.06666482455731314,0.2989458712458
50,0.4,0.5,10.000000035184373,0.09999999964815627,0.3631447667173422
50,0.4,0.75,5.00000000000126,0.19999999999994958,0.5084911768610476
50,0.4,1.0,3.169126500570582e-17,3.155443620883939e+16,207867507.31228077
55,0.99,0.0,54.45,0.018365472910927456,0.15694488120086178
55,0.99,0.25,82.00261478337963,0.012194733090421905,0.1210752960948205
55,0.99,0.5,314.04091327800177,0.003184298471055456,0.0639316518924934
55,0.99,0.75,856.6772795789686,0.0011673007138597981,0.038063487253791405
55,0.99,1.0,1740.4481186802086,0.0005745646705966194,0.02884574209756753
55,0.9,0.0,49.5,0.020202020202020204,0.1600937382213309
55,0.9,0.25,48.2264551776362,0.020735507022372333,0.1614551783900445
55,0.9,0.5,45.60952436868283,0.021925245085139208,0.16734460039252277
55,0.9,0.75,28.910323027451355,0.034589720739213646,0.20613554889599275
55,0.9,1.0,9.205839484565635,0.10862670391728904,0.3702205590832801
55,0.8,0.0,44.0,0.022727272727272728,0.17311526137840905
55,0.8,0.25,35.1980254981644,0.028410684572410198,0.19628206264310366
55,0.8,0.5,22.81773019450492,0.04382556860282382,0.2287154010590116
55,0.8,0.75,11.12834268850195,0.08986064034793088,0.35203804744527256
55,0.8,1.0,0.014147335849363184,70.68468654789255,9.683856755932245
55,0.6,0.0,33.0,0.030303030303030304,0.2071806147292846
55,0.6,0.25,24.792084783542315,0.040335454187532795,0.23116133560744007
55,0.6,0.5,16.500299774562304,0.06060495952574453,0.27576303237654143
55,0.6,0.75,8.250000900841215,0.12121210797662271,0.38447278361736376
55,0.6,1.0,1.9012715521037127e-09,525963794.5424068,25855.915241649287
55,0.4,0.0,22.0,0.045454545454545456,0.24100149753846847
55,0.4,0.25,16.50015954025643,0.06060547460527518,0.27647593872688087
55,0.4,0.5,11.000000004308093,0.09090909087348684,0.33648176789431794
55,0.4,0.75,5.500000000000049,0.1818181818181802,0.4748997283737903
55,0.4,1.0,3.9266744992669757e-19,2.546684223976628e+18,1765616943.9886565
60,0.99,0.0,59.4,0.016835016835016835,0.1446411064250634
60,0.99,0.25,92.92828244857247,0.010760986576432324,0.12179125257288283
60,0.99,0.5,362.56516802472606,0.002758124850900742,0.060857860757159925
60,0.99,0.75,981.0567069595039,0.001019309070419798,0.03694292579284088
60,0.99,1.0,1969.7639126067404,0.0005076750536446892,0.026388372112793542
60,0.9,0.0,54.0,0.018518518518518517,0.15845553219124708
60,0.9,0.25,52.081376180324014,0.019200721511997854,0.15350778445763283
60,0.9,0.5,46.076021223847306,0.02170326285643856,0.165276577670629
60,0.9,0.75,26.75559466903323,0.03737536064400745,0.21920473139931632
60,0.9,1.0,6.469237079691962,0.1545777326880121,0.4364461166341049
60,0.8,0.0,48.0,0.020833333333333332,0.16675287077447873
60,0.8,0.25,37.9791209299968,0.02633025661239506,0.1770538371652971
60,0.8,0.5,24.557073017678423,0.04072146543197997,0.230550730663984
60,0.8,0.75,12.06615089212943,0.08287647062762037,0.3462130780901583
60,0.8,1.0,0.005516983947117218,181.25845744440286,15.481142421555722
60,0.6,0.0,36.0,0.027777777777777776,0.19138971958704498
60,0.6,0.25,27.0264479053824,0.03700079283451996,0.2137969362538796
60,0.6,0.5,18.000099483263874,0.055555248510141826,0.2763926192624345
60,0.6,0.75,9.000000157867436,0.11111110916213045,0.3843966616823801
60,0.6,1.0,1.7594524073048094e-10,5683586528.673628,85397.35437535282
60,0.4,0.0,24.0,0.041666666666666664,0.22984348134478522
60,0.4,0.25,18.0000603979776,0.055555369142669946,0.2702274186054508
60,0.4,0.5,12.000000000518815,0.08333333332973045,0.33384767642575996
60,0.4,0.75,6.000000000000002,0.16666666666666663,0.47626163796380233
60,0.4,1.0,4.7852207848257125e-21,2.089767734358458e+20,16619232122.459934
65,0.99,0.0,64.35,0.015540015540015542,0.1353182820164504
65,0.99,0.25,104.33096306816299,0.009584882287980661,0.11412297267779169
65,0.99,0.5,413.13602864447114,0.002420510269416762,0.05534786827655381
65,0.99,0.75,1108.096556291544,0.0009024484322437481,0.034198712213585246
65,0.99,1.0,2198.4387081975447,0.0004548682645875899,0.024993926908069775
65,0.9,0.0,58.5,0.017094017094017096,0.14939955438693095
65,0.9,0.25,55.78982087649357,0.017924416753618562,0.1549226060224164
65,0.9,0.5,46.45355828111021,0.021526876239459963,0.1741444270812881
65,0.9,0.75,25.1043136372244,0.03983379169216604,0.22261197703750632
65,0.9,1.0,4.483217685685103,0.22305408082078998,0.532422658749383
65,0.8,0.0,52.0,0.019230769230769232,0.1613521652233973
65,0.8,0.25,40.75735308419027,0.024535450031172384,0.1770797013412308
65,0.8,0.5,26.37424956440395,0.037915770742901124,0.2297452011852967
65,0.8,0.75,13.033623844561568,0.0767246325293684,0.29737376246750186
65,0.8,1.0,0.0021216603865607054,471.32896779066476,24.09736160202602
65,0.6,0.0,39.0,0.02564102564102564,0.175773012644359
65,0.6,0.25,29.266390966324874,0.03416888680092607,0.20556787277594468
65,0.6,0.5,19.500032557598544,0.051281965660633304,0.25416421299850944
65,0.6,0.75,9.750000027282487,0.1025641022771073,0.3567362188954684
65,0.6,1.0,1.6056762669063687e-11,62279054664.40532,286210.3503919693
65,0.4,0.0,26.0,0.038461538461538464,0.2235517555082403
65,0.4,0.25,19.500022548704663,0.05128199198243632,0.2729266636420332
65,0.4,0.5,13.000000000061615,0.07692307692271234,0.31970378717756187
65,0.4,0.75,6.5,0.15384615384615385,0.44254248784026823
65,0.4,1.0,5.75077200096388e-23,1.7388969384343908e+22,145388393548.88867
70,0.99,0.0,69.3,0.01443001443001443,0.13686629345914175
70,0.99,0.25,116.18933827025877,0.008606641666845365,0.10391164914556654
70,0.99,0.5,465.51171318723607,0.002148173658517126,0.05432802609494842
70,0.99,0.75,1236.9535625376764,0.0008084377864181469,0.03171409994548035
70,0.99,1.0,2424.709432041014,0.00041242055100938166,0.02287472240229698
70,0.9,0.0,63.0,0.015873015873015872,0.14560019552120146
70,0.9,0.25,59.363231611161574,0.016845444105033837,0.14077873959255868
70,0.9,0.5,46.83182746808362,0.02135299974534435,0.16997423552165608
70,0.9,0.75,23.936751645499065,0.04177676297978529,0.23338718768649314
70,0.9,1.0,3.0702358662672107,0.32570787508120636,0.6405554419312381
70,0.8,0.0,56.0,0.017857142857142856,0.14691074461996617
70,0.8,0.25,43.54202309563098,0.02296631917638986,0.1769881907847443
70,0.8,0.5,28.248459517644733,0.035400160471595755,0.20636334816032337
70,0.8,0.75,14.016889009783695,0.07134250683600382,0.31754932560976373
70,0.8,1.0,0.0008062972330873941,1240.2374198543362,39.53981095951019
70,0.6,0.0,42.0,0.023809523809523808,0.17070029070117032
70,0.6,0.25,31.510038365114635,0.031735918198916545,0.20459369237242472
70,0.6,0.5,21.00001052930865,0.04761902374307626,0.2513277796405534
70,0.6,0.75,10.500000004659299,0.09523809519583402,0.3336605416880847
70,0.6,1.0,1.4480501631283602e-12,690583810880.9747,968179.3680248234
70,0.4,0.0,28.0,0.03571428571428571,0.21901367077573558
70,0.4,0.25,21.000008318900967,0.04761902875533408,0.2466941682008357
70,0.4,0.5,14.000000000007232,0.07142857142853454,0.2919712791701413
70,0.4,0.75,7.0,0.14285714285714285,0.43077996964184795
70,0.4,1.0,6.82960321705003e-25,1.4642117616609894e+24,1372188097233.249
75,0.99,0.0,74.25,0.013468013468013467,0.13279986039001337
75,0.99,0.25,128.48265104501417,0.0077831519809600435,0.09886752864737848
75,0.99,0.5,519.4639539593265,0.0019250613875670358,0.05128467865475659
75,0.99,0.75,1366.8608811211516,0.0007316033502837258,0.03003902893135303
75,0.99,1.0,2647.0498589192807,0.0003777790571758528,0.022631716438052327
75,0.9,0.0,67.5,0.014814814814814815,0.14164911286591722
75,0.9,0.25,62.81460421706231,0.015919864694910715,0.14169766108271517
75,0.9,0.5,47.274668959277356,0.021152977313525032,0.16565330417931212
75,0.9,0.75,23.205637892366553,0.043092976139602175,0.23472071530778887
75,0.9,1.0,2.081185228322593,0.48049543423195756,0.797826728506482
75,0.8,0.0,60.0,0.016666666666666666,0.1547506240128537
75,0.8,0.25,46.33930598288153,0.021579952025380263,0.16596188883001875
75,0.8,0.5,30.163270247836536,0.03315290390542866,0.21063182532847868
75,0.8,0.75,15.008396882678554,0.06662936806755937,0.2895597336660168
75,0.8,1.0,0.00030329940000544596,3297.0721339443608,64.31887223616498
75,0.6,0.0,45.0,0.022222222222222223,0.16620122596205408
75,0.6,0.25,33.75608525101534,0.02962428825984557,0.20604230549000208
75,0.6,0.5,22.50000337057837,0.04444443778651286,0.23894453948656832
75,0.6,0.75,11.250000000787615,0.08888888888266576,0.34818147231846464
75,0.6,1.0,1.2926064109231523e-13,7736306980605.342,3171981.9194439184
75,0.4,0.0,30.0,0.03333333333333333,0.2176401087934584
75,0.4,0.25,22.500003037857446,0.04444443844373919,0.24253993154506678
75,0.4,0.5,15.00000000000084,0.06666666666666293,0.2887636843171792
75,0.4,0.75,7.5,0.13333333333333333,0.4342259419033327
75,0.4,1.0,8.028268271471058e-27,1.2454435026827023e+26,12254286686490.527
80,0.99,0.0,79.2,0.012626262626262626,0.12468224101172518
80,0.99,0.25,141.19069375972308,0.007082619777347295,0.0955840989181198
80,0.99,0.5,574.7774068557443,0.0017398039450965696,0.048567910759431995
80,0.99,0.75,1497.1229344550552,0.0006679478197720581,0.031033491193960414
80,0.99,1.0,2864.148568088388,0.00034914389956643474,0.021872688889452374
80,0.9,0.0,72.0,0.013888888888888888,0.13333328849525675
80,0.9,0.25,66.15766545905693,0.015115406401679502,0.14167858606093148
80,0.9,0.5,47.82470635314769,0.02090969451261843,0.17372131210129865
80,0.9,0.75,22.851927809768974,0.04375998420459345,0.23947479765255658
80,0.9,1.0,1.3982368033817123,0.7151864387930894,0.9829094974692603
80,0.8,0.0,64.0,0.015625,0.1397765606943868
80,0.8,0.25,49.15292150460685,0.020344670660242956,0.15977836392506936
80,0.8,0.5,32.10633823966279,0.031146498007195444,0.2008735584431355
80,0.8,0.75,16.00413773796034,0.062483841139912975,0.27492038971805255
80,0.8,1.0,0.0001130782121458171,8843.436600416671,105.96086824109814
80,0.6,0.0,48.0,0.020833333333333332,0.16285656522765232
80,0.6,0.25,36.003656158440066,0.027774956954353024,0.2009385565339476
80,0.6,0.5,24.000001069399563,0.04166666481007029,0.23486578022644886
80,0.6,0.75,12.000000000131958,0.08333333333241695,0.33665331194657927
80,0.6,1.0,1.1436154255745059e-14,87441982473928.3,10481991.421131251
80,0.4,0.0,32.0,0.03125,0.19905668433033435
80,0.4,0.25,24.00000109951163,0.0416666647577924,0.22894446218346667
80,0.4,0.5,16.000000000000096,0.062499999999999625,0.2801616322894164
80,0.4,0.75,8.0,0.125,0.4031924146245896
80,0.4,1.0,9.35361047891782e-29,1.0577969149776866e+28,118620640502182.1
85,0.99,0.0,84.15,0.011883541295306001,0.12142616555910506
85,0.99,0.25,154.293796401784,0.006481141972785353,0.09104764060092886
85,0.99,0.5,631.2490833933721,0.0015841607161223162,0.04461994624366511
85,0.99,0.75,1627.1105593370708,0.0006145863870537643,0.02749679287114184
85,0.99,1.0,3074.8886414830295,0.000325215029418983,0.020764781449609453
85,0.9,0.0,76.5,0.013071895424836602,0.14013654169663628
85,0.9,0.25,69.40626251736828,0.014407921759938583,0.13730654686462304
85,0.9,0.5,48.50780681163425,0.020615238365304885,0.1638068333546234
85,0.9,0.75,22.814619818172392,0.04383154345633566,0.23649367427384335
85,0.9,1.0,0.9320756314779012,1.0728743100110856,1.186606082155213
85,0.8,0.0,68.0,0.014705882352941176,0.1362784298126137
85,0.8,0.25,51.98473664818543,0.019236415618831566,0.16153718061287406
85,0.8,0.5,34.06871828489067,0.02935243972601974,0.19317077117615247
85,0.8,0.75,17.002023057899375,0.0588165300443694,0.27524115284123213
85,0.8,1.0,4.182989223698067e-05,23906.3489414378,174.15191106092092
85,0.6,0.0,51.0,0.0196078431372549,0.1613525639856666
